clade	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3-911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	0.00945	0	0	0	0.02293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932	0.00922	0	0	0	0.01474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328	0.00867	0	0	0	0	0	0	0.00195	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517	0.00809	0	0	0	0.00843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB52309|o__OFGB52309	0.0075	0	0	0	0.01154	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.00685	0.00058	0.00969	0.00463	0.01146	0.01354	0.01904	0.01595	0.00141	0.00109	0	0	0.00157	0	0	0	0.02918	0	0	0	0	0	0	0	0.00501	0	0	0.01043	0.03308	0.00827	0.00612
k__Bacteria|p__Firmicutes|c__CFGB2950|o__OFGB2950	0.00592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106|o__OFGB2106	0.00588	0	0	0	0	0	0	0.00108	0	0	0	0	0.22405	0	0	0	1.33995	0	0	0	0	0	0	0	0	0.16749	0	0	0.00069	0	0
k__Bacteria|p__Firmicutes|c__CFGB77202|o__OFGB77202	0.00524	0	0	0.00325	0.00114	0	0.00068	0.00243	0	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	0	0	0	0.0047	0	0.00802	0.04203
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881	0.00452	0.00254	0	0.00378	0	0	0	0.01869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287	0.00402	0.00166	0	0.00631	0.00168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	0.00396	0.00863	0	0.0068	0.00065	0.02022	0.01709	0.01595	0	0	0	0	0.00741	0	0	0	0	0.00029	0	0.0079	0	0	0	0	0.01348	0.00183	0	0.01618	0	0.01052	0.00609
k__Bacteria|p__Firmicutes|c__CFGB4623|o__OFGB4623	0.00338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00189	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070	0.00304	0.00466	0	0.01868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01263	0	0	0.09808
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119	0.00304	0.23088	0	0.53749	0.08162	0	0	0.02736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01558	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3040|o__OFGB3040	0.00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	0.00154	0	0.00076	0	0	0	0	0	0	0.00108	0	0.12674	0	0	0	0	0.03456	0	0	0	0	0	0	0	0	0	0	0.14997	0	0.0015	0.07336
k__Bacteria|p__Firmicutes|c__CFGB82363|o__OFGB82363	0.00128	0.01122	0	0.00747	0.0012	0	0	0.02423	0	0	0	0	0	0	0	0	0	0	0.01123	0	0	0	0	0	0	0	0	0	0	0	0.06272
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	0.00059	0.13163	0.06863	0.10158	0.00531	0.02651	0.01517	0	0.08225	0.23091	0	0.1597	0.02362	0	0	0	0.57953	0.03913	0.00242	0.02751	0	0	0.00962	0	0	0.01245	0.00251	0.53138	0.04335	0.0169	0.78511
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227	0.00056	0.01223	0.016	0.01771	0.00402	0.01197	0.0395	0.00569	0.01121	0	0	0	0.04515	0	0	0	0	0.06357	0	0.02159	0	0	0	0	0.01921	0.01262	0	0.03154	0	0.05604	0.02612
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	0.0004	0	0	0.00647	0.00201	0	0	0.01236	0	0	0	0	0.01314	0	0	0	0	0.05597	0.03015	0.00443	0	0	0	0	0.00217	0.01515	0	0	0	0.22104	0.29052
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	27.93102	43.01239	48.05422	39.93211	39.802	45.18904	51.26009	28.96558	47.68739	48.46545	0	32.99472	34.2859	0	2.2884	0	34.99099	26.22333	25.86928	23.57671	2.03252	0	14.78686	0.00134	42.01738	25.63318	0.00136	27.90792	19.2718	24.88851	17.37613
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	7.67186	0.53137	0.01636	1.20336	6.26917	0.00166	0.10176	3.74871	0.01464	0.00653	0	0	4.42112	0	0	0	8.81617	8.62401	4.37882	3.16203	0	0	0	0.30509	5.55201	7.44113	0	3.40422	10.58087	4.54199	6.07306
k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis	7.36667	7.46158	1.15134	5.03127	6.73569	1.24816	0.6123	6.27615	1.05259	0.99926	0	0	1.0216	0	0	0	1.34503	2.73212	0.13277	0.55132	0	0	0	0	0.34843	2.27405	0	1.38398	1.19014	1.86983	0.40222
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	4.11092	8.84114	5.17555	2.86459	2.62021	19.13748	3.03142	13.71233	6.2039	10.17335	0	2.11032	0.17249	0	0	0	0.47927	2.10995	0.52633	2.30851	0.85502	0.06987	16.29353	0	4.79198	0.03828	0	4.32468	7.15479	6.65437	2.24209
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	3.7305	0.50959	0.02231	2.40639	2.9112	0.00102	0.11895	2.49983	0.01695	0.32805	0	0	28.38288	0	0	0	16.14013	15.54735	17.16673	3.94883	0	0	52.62601	0	13.85582	8.85504	0	28.65397	9.55414	5.23382	12.42683
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	3.17595	1.29603	3.03137	2.33421	4.19476	0.74133	2.14189	5.6267	2.66962	5.39181	0	0.21792	4.22863	0	2.42765	0.01643	3.19594	1.39258	2.15723	4.24699	0.00204	0	0.56693	0	1.19291	3.45861	0.00729	2.95854	0.43196	8.10347	12.57593
k__Bacteria|p__Firmicutes|c__CFGB14936|o__OFGB14936|f__FGB14936	1.65346	0	0	0	1.92355	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07635	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified	1.4567	2.93747	5.40903	3.09257	1.32971	5.16639	5.09433	0.67516	5.68933	4.81523	0	0.03828	0.70995	0	0	0	1.2562	1.3026	2.52028	1.93705	0.08187	0	0.91627	0	0.8365	0.72083	0	0.97294	0.51498	2.30536	1.57663
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	1.12277	0	0.0266	0	0.924	0	0.02778	0	0.02607	0.02199	0	0	0.88219	9.23688	1.04231	0	0.73434	0	0.59209	0.13257	0	0	0	0	0	0	0	0	4.83199	1.18954	0.67138
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	0.85625	0.74016	1.25652	0.99081	0.96934	0.9882	1.13344	0.25477	1.30859	0.58343	0	0	0.19952	0	0	0	0.33754	0.32929	0.13692	0.08111	0	0	0.48658	0.00172	0.05865	0.13258	0	0.43008	0.12389	0.40108	1.01217
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.84947	1.13771	0	0.80278	0.52646	0	0	0.84883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02753	0	0.02924	0.10052	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	0.80834	0.48827	0.27831	0.23234	0.8442	0.16933	0.04002	0.07684	0.10202	0.56001	0.10674	15.08662	0.3229	0	0	4.03561	8.14553	0.02195	0.4071	0.06943	0.00689	4.69941	0.10979	0.01944	0.02813	0.21288	1.42851	1.75291	0.31535	0.21135	1.0424
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765	0.71733	0.36174	0	1.34562	1.18207	0	0	0.42332	0	0	0	0	0.00138	0	0	0	0	0	1.73988	0	0	0	0	0	0	0.40007	0	0	0	0	6.99855
k__Bacteria|p__Actinobacteria|c__CFGB77988|o__OFGB77988|f__FGB77988	0.58267	0	0	0	0.72752	0	0	0	0	0	0	0	0.09935	0	0	0	0.02294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2107|o__OFGB2107|f__FGB2107	0.5399	0	0	0	0.01888	0	0	0	0	0	0	0	1.23804	0	0	0	0.38168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.4142	1.08948	1.16493	0.72834	0.21444	1.1875	1.55713	0.20963	1.43126	1.99483	0	0	0.03444	0	0	0	0.35016	1.74204	0.19606	0.13989	0	0	0	0	0.18807	0.12795	0	4.95565	0.63253	0.35778	1.98923
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.37022	0.33826	0.82185	0.33144	0.32398	0.74988	0.75749	0.08872	1.05445	1.63289	0	24.76278	0.49416	0	0	0	0.24892	0.14532	0.1135	0.2764	0.01204	0	1.56487	0.0071	0.28295	0.46525	0	1.97707	0.50788	0.17457	0.69183
k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	0.35372	0.04793	0	0.11836	0.10682	0	0.0144	0.17446	0	0	0	0	0.04502	0	0	0	0.09023	0.00209	0.03167	0.02098	0	0	0	0	0.10829	0.0618	0	0.72335	0.26975	0.05311	0.05767
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	0.35102	0.20214	1.69152	0.091	0.09739	1.28949	1.33017	0.2135	1.97793	1.65748	0	0	0.00434	0	0	0	0	0.30148	0.09298	0.14088	0.13857	0.00603	0.02413	0.01301	0.17587	0	0	0	0.35455	1.13002	0.10315
k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069	0.35009	0.0023	0	0.00419	0.10323	0	0	0.01973	0	0	0	0	0	0	0	0	0	0	0.03248	0	0	0	0	0	0	0.00429	0	0	0	0	0.67072
k__Bacteria|p__Firmicutes|c__CFGB79294|o__OFGB79294|f__FGB79294	0.28331	0.20243	0	0.09811	0.6322	0	0	1.03605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642	0.24279	0.05247	0	0.02926	0.3144	0.03061	0	0	0	0	0	0	0.10744	0	0	0	0	0	4.26057	0.00197	0	0	0	0	0	0	0	0	0	0	0.11192
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	0.20322	1.4348	1.52517	1.67348	0.09496	1.05775	1.47618	0.72912	0.85328	2.12024	1.08313	3.00177	0.0056	3.6212	0.35856	23.10657	0.21527	2.55588	0	2.82249	9.60666	7.7842	1.9829	31.09764	0.94263	0	38.4003	0.605	0.72907	0.0291	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.18903	0.05853	0.00062	0.23591	0.0873	0	0.00232	0.14144	0	0.00533	1.73411	0	0.29706	2.13061	4.65913	0	0.78817	0.99543	0.34451	0.19181	0	5.97319	0	0	0.22214	0.14967	0	0.42559	0.17774	0.10362	0.22705
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	0.18043	0.96309	2.86996	1.00083	0.26171	4.00271	4.11869	1.88553	3.98596	0.90205	0	0	2.48914	0	0	0	0.29965	0.27005	0.67927	1.08045	0	0	0.00012	0	3.1389	3.73426	0	0.23945	2.45194	0.70965	0.3035
k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072	0.17032	0.11486	0	0.06851	0.07898	0.03844	0	0.08692	0	0	0	0	0	0	0	0	0	0	0.00835	0.00346	0	0	0	0	0	0.01628	0	0.00011	0	0.00532	0.97558
k__Bacteria|p__Firmicutes|c__CFGB1249|o__OFGB1249|f__FGB1249	0.11929	0.21752	0	0.30929	0.00418	0.0093	0.00692	0.55286	0	0	0	0	0	0	0	0	0	0.12281	0	0	0	0	0	0	0.03	0.05409	0	0.39408	0.37827	0	0
k__Bacteria|p__Firmicutes|c__CFGB79291|o__OFGB79291|f__FGB79291	0.10136	0.02181	0.15083	0.04069	0.14241	0.22705	0.42486	0.07204	0.07214	0.00747	0	0	0	0	0	0	0	0	0.02377	0.00912	0	0	0	0	0.01722	0.01573	0	0	0.06696	0.07721	0.57935
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.09665	0	0	0.03161	0.0259	0	0	0.12048	0	0	0.47179	0	0.24116	13.99076	11.40071	8.69841	0.56593	2.71564	1.18809	0.99556	0	2.03785	0	5.57812	2.36003	1.44639	0.23348	0.51467	1.65355	1.06931	0.31506
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	0.09476	0.00293	0	0.04909	0.0289	0	0	0.07156	0	0	0	0	0.7691	0	0	0	1.34415	0.64434	1.00203	0.28601	0	0	0	0	0.36637	0.57267	0	0.20187	0.60645	0.36926	0.3054
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054	0.07261	0.05228	0	0.01788	0.00963	0	0	0.14013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0601	0	0.04061	0	0	1.89729
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis	0.06404	0.07153	0.24073	0.06152	0.03542	0.31958	0.33082	0.44214	0.1237	0.02697	0	0	0.00792	0	0	0	0.0385	0.11898	0.02324	0.04413	0	0	0	0	0.10099	0.0839	0	0.00892	0.45308	0.09763	0.31435
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057|f__FGB3057	0.06251	0.00611	0.00763	0.0078	0.07447	0.00704	0.01406	0.13322	0.0027	0	0	0	0.01751	0	0	0	0	0	0.00061	0	0	0	0	0	0.13321	0.02492	0	0.00453	0	0.0055	0.27359
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0.06111	0	0.00095	0	0.03071	0	0	0.17183	0	0.00793	0	0.0016	0	0	0	0	0.00044	0	0	0	0	0	0	0	0	0.00236	0	0.01896	1.56537	0	0.00407
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.06045	0	0.02633	0	0.00088	0.02546	0.0188	0	0.00308	0.0001	62.24154	6.26775	0	70.89324	70.10791	18.93429	0.11159	0.006	0.28323	0	67.8407	71.18188	0.10574	37.92924	0	0	56.51785	0.41031	0.00251	0.01277	0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	0.0579	0.03733	0.0027	0.09198	0.12025	0	0.02412	0.48412	0.00214	0.00429	0	0	1.03931	0	0	0	1.74479	0.6183	1.6753	0.5447	0	0	3.86908	0	2.4508	1.47549	0	1.38618	1.38711	0.54765	0.707
k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183|f__FGB40183	0.03915	0	0	0	0.01116	0.00366	0.01495	0.00392	0	0	0	0	0	0	0	0	0	0	0.00249	0	0	0	0	0	0	0	0	0	0	0	0.00902
k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503	0.02994	0.0011	0	0	0.01204	0	0	0.07011	0	0	0	0	0	0	0	0	0	0	0.03269	0	0	0	0	0	0	0.01663	0	0	0	0	0.00081
k__Bacteria|p__Firmicutes|c__CFGB1292|o__OFGB1292|f__FGB1292	0.02954	0.11447	0.0043	0.09402	0.05001	0.0015	0.00898	0.05928	0.00274	0.00623	0	0	0.01105	0	0	0	0.0156	0.064	0.06055	0.03693	0	0	0.00932	0	0.0303	0.02647	0	0.02061	0.00117	0.00617	0.12428
k__Bacteria|p__Firmicutes|c__CFGB1325|o__OFGB1325|f__FGB1325	0.02618	0.05163	0	0.64186	0.00104	0	0	0.0393	0	0	0	0	0.64718	0	0	0	0	0	0	0	0	0	0	0	0	0.07612	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB79152|o__OFGB79152|f__FGB79152	0.02496	0.02954	0	0.24055	0.09223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009	0.01823	0	0	0	0	0	0	0.00224	0	0	0	0	0	0	0	0	0	0	0	0.00123	0	0	0	0	0	0	0	0	0	0.00045	0
k__Bacteria|p__Firmicutes|c__CFGB1474|o__OFGB1474|f__FGB1474	0.01613	0	0	0.07127	0.17257	0	0	0	0	0	0	0	0	0	0	0	0.11222	0	1.50227	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1260|o__OFGB1260|f__FGB1260	0.01583	0	0	0	0.00677	0	0	0.00761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02715	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2918|o__OFGB2918|f__FGB2918	0.01523	0	0	0	0.01167	0	0	0.02453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048	0.01335	0.13909	0.15664	0.19226	0.09456	0.26479	0.24001	0.0477	0	0	0	0	0.02268	0	0	0	0.00908	0.0703	0	0.00128	0	0	0	0	0.03244	0.02189	0	0.0026	0	0	0.01222
k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047	0.0131	0.00019	0.00186	0.00477	0.00965	0.00015	0.00709	0	0	0.01212	0	0	0.00712	0	0	0	0.01643	0	0.0037	0.01115	0	0	0	0	0	0	0	0.06919	0	0.00744	0.00038
k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023	0.01067	0.00743	0.00064	0.01167	0.0025	0	0.00101	0.03749	0	0	0	0	0.01529	0	0	0	0	0.01292	0.03661	0.04881	0	0	0	0	0.01315	0.00604	0	0	0	0.03808	0.00312
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359|f__FGB1359	0.00945	0	0	0	0.02293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2932|o__OFGB2932|f__FGB2932	0.00922	0	0	0	0.01474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328|f__FGB30328	0.00867	0	0	0	0	0	0	0.00195	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0.00031	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB24517|o__OFGB24517|f__FGB24517	0.00809	0	0	0	0.00843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB52309|o__OFGB52309|f__FGB52309	0.0075	0	0	0	0.01154	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified	0.00685	0.00058	0.00969	0.00463	0.01146	0.01354	0.01904	0.01595	0.00141	0.00109	0	0	0.00157	0	0	0	0.02918	0	0	0	0	0	0	0	0.00501	0	0	0.01043	0.03308	0.00827	0.00612
k__Bacteria|p__Firmicutes|c__CFGB2950|o__OFGB2950|f__FGB2950	0.00592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2106|o__OFGB2106|f__FGB2106	0.00588	0	0	0	0	0	0	0.00108	0	0	0	0	0.22405	0	0	0	1.33995	0	0	0	0	0	0	0	0	0.16749	0	0	0.00069	0	0
k__Bacteria|p__Firmicutes|c__CFGB77202|o__OFGB77202|f__FGB77202	0.00524	0	0	0.00325	0.00114	0	0.00068	0.00243	0	0	0	0	0	0	0	0	0	0	0	0.00752	0	0	0	0	0	0	0	0.0047	0	0.00802	0.04203
k__Bacteria|p__Firmicutes|c__CFGB2881|o__OFGB2881|f__FGB2881	0.00452	0.00254	0	0.00378	0	0	0	0.01869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Bianqueaceae	0.00444	0	0	0	0.00103	0	0.0065	0.0042	0	0	0	0	0	0	0	0	0	0.00889	0	0.01058	0	0	0	0	0	0	0	0	0	0.08412	0.11185
k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287|f__FGB30287	0.00402	0.00166	0	0.00631	0.00168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011|f__FGB1011	0.00396	0.00863	0	0.0068	0.00065	0.02022	0.01709	0.01595	0	0	0	0	0.00741	0	0	0	0	0.00029	0	0.0079	0	0	0	0	0.01348	0.00183	0	0.01618	0	0.01052	0.00609
k__Bacteria|p__Firmicutes|c__CFGB4623|o__OFGB4623|f__FGB4623	0.00338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00189	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070	0.00304	0.00466	0	0.01868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01263	0	0	0.09808
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119|f__FGB9119	0.00304	0.23088	0	0.53749	0.08162	0	0	0.02736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01558	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB3040|o__OFGB3040|f__FGB3040	0.00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	0.00154	0	0.00076	0	0	0	0	0	0	0.00108	0	0.12674	0	0	0	0	0.03456	0	0	0	0	0	0	0	0	0	0	0.14861	0	0.0015	0.07336
k__Bacteria|p__Firmicutes|c__CFGB82363|o__OFGB82363|f__FGB82363	0.00128	0.01122	0	0.00747	0.0012	0	0	0.02423	0	0	0	0	0	0	0	0	0	0	0.01123	0	0	0	0	0	0	0	0	0	0	0	0.06272
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	0.00059	0.13163	0.06863	0.10158	0.00531	0.02651	0.01517	0	0.08225	0.23091	0	0.1597	0.02362	0	0	0	0.57953	0.03913	0.00242	0.02751	0	0	0.00962	0	0	0.01245	0.00251	0.53138	0.04335	0.0169	0.78511
k__Bacteria|p__Firmicutes|c__CFGB1227|o__OFGB1227|f__FGB1227	0.00056	0.01223	0.016	0.01771	0.00402	0.01197	0.0395	0.00569	0.01121	0	0	0	0.04515	0	0	0	0	0.06357	0	0.02159	0	0	0	0	0.01921	0.01262	0	0.03154	0	0.05604	0.02612
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038	0.0004	0	0	0.00647	0.00201	0	0	0.01236	0	0	0	0	0.01314	0	0	0	0	0.05597	0.03015	0.00443	0	0	0	0	0.00217	0.01515	0	0	0	0.22104	0.29052
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium	24.75993	9.44551	16.09037	14.8153	18.02546	4.41145	9.90896	9.06762	16.59451	14.61953	0	0	8.43108	0	0	0	7.79507	12.39068	5.64862	15.429	0	0	0.17021	0	5.49667	6.58097	0.00323	7.39184	9.31795	10.07291	4.63685
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	7.61667	0.53137	0.01636	1.20336	3.92067	0.00166	0.10176	3.74871	0.01464	0.00653	0	0	4.40151	0	0	0	8.81617	8.62401	4.37882	3.16203	0	0	0	0.30509	5.55201	7.44113	0	3.40422	10.58087	4.54199	6.07306
k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriales_incertae_sedis|g__Candidatus_Cibionibacter	7.36667	7.46158	1.15134	5.03127	6.73569	1.24816	0.6123	6.27615	1.05259	0.99926	0	0	1.0216	0	0	0	1.34503	2.73212	0.13277	0.55132	0	0	0	0	0.34843	2.27405	0	1.38398	1.19014	1.86983	0.40222
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia	6.60296	11.48921	16.493	9.16525	8.35407	15.15723	18.25179	7.26742	14.47575	16.6137	0	0	4.19189	0	0	0	13.74408	2.3262	4.82804	5.88723	1.92702	0	6.97893	0	5.84566	7.68283	0	5.77126	6.68142	4.43951	6.1147
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3585	4.35482	0	0	0.00537	1.20748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
