pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
PWY-7242: D-fructuronate degradation	1.85038e-4	7.5562e-5	1.09211e-4	1.22675e-4	1.51418e-4	3.62368e-5	7.37161e-5	7.43516e-5	9.8139e-5	8.79773e-5	1.35341e-4	1.03235e-4	9.62608e-5	8.49465e-6	4.09969e-5	2.56568e-4	1.05889e-4	1.09004e-4	7.90399e-5	1.07766e-4	8.77129e-5	8.67073e-5	2.15809e-5	1.89533e-4	5.04507e-5	6.99983e-5	4.08213e-5	8.95285e-5	6.44053e-5	8.26991e-5	4.67745e-5
PWY-6353: purine nucleotides degradation II (aerobic)	1.84723e-4	1.32124e-4	1.69686e-4	1.34541e-4	1.76294e-4	1.87818e-4	2.20447e-4	1.21267e-4	1.6089e-4	1.37862e-4	4.44503e-4	2.9808e-4	9.26382e-5	0	2.8391e-4	1.8906e-4	1.72576e-4	1.0045e-4	1.06015e-4	1.04048e-4	3.24683e-4	2.15613e-4	1.56537e-4	4.24711e-4	8.75905e-5	1.17116e-4	3.29334e-4	1.56581e-4	7.34737e-5	1.21735e-4	1.14336e-4
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation	1.83883e-4	9.37239e-5	1.2643e-4	1.44437e-4	1.66196e-4	4.87368e-5	9.02686e-5	8.31343e-5	1.16605e-4	1.07367e-4	1.41735e-4	1.13959e-4	1.23878e-4	5.25957e-6	5.31577e-5	1.76893e-4	1.20744e-4	1.27609e-4	9.65077e-5	1.27923e-4	1.09369e-4	6.95427e-5	3.06831e-5	1.66782e-4	6.36673e-5	8.04818e-5	5.28635e-5	1.00879e-4	8.09265e-5	9.34468e-5	5.98416e-5
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	1.81721e-4	2.60095e-4	2.72363e-4	1.55994e-4	1.58678e-4	4.52664e-4	1.94022e-4	2.96856e-4	2.48454e-4	3.42611e-4	3.67093e-4	3.59496e-4	1.95319e-4	3.219e-4	3.45396e-4	3.57257e-4	2.66128e-4	1.18975e-4	1.95541e-4	1.03901e-4	3.3708e-4	4.2061e-4	3.12057e-4	4.10006e-4	1.85568e-4	5.59799e-5	3.74815e-4	2.03873e-4	1.7878e-4	1.83101e-4	2.19152e-4
FERMENTATION-PWY: mixed acid fermentation	1.81225e-4	1.25252e-4	1.46838e-4	8.98068e-5	2.00652e-4	1.17353e-4	1.26112e-4	1.14398e-4	1.3931e-4	1.62536e-4	4.27183e-4	1.6724e-4	7.21768e-5	4.89957e-4	3.70003e-4	2.44783e-4	1.07191e-4	1.16464e-4	7.79428e-5	8.55626e-5	3.77956e-4	3.93326e-4	2.88625e-5	3.56291e-4	8.91365e-5	8.51204e-5	4.65818e-4	1.13533e-4	4.88711e-5	1.03458e-4	1.07982e-4
ANAEROFRUCAT-PWY: homolactic fermentation	1.76211e-4	2.5079e-4	2.3378e-4	1.67601e-4	1.54417e-4	4.33259e-4	1.7699e-4	2.94688e-4	2.17436e-4	3.13101e-4	3.22279e-4	3.46551e-4	2.09005e-4	2.86056e-4	2.93066e-4	3.47154e-4	2.7766e-4	1.36536e-4	2.06496e-4	1.15071e-4	2.26258e-4	3.57737e-4	3.20246e-4	3.63352e-4	2.07846e-4	6.94612e-5	3.19178e-4	2.22474e-4	1.96918e-4	1.95324e-4	2.29438e-4
PWY-7328: superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	1.72574e-4	1.8539e-4	2.7026e-4	1.39768e-4	1.49962e-4	2.3294e-4	2.71071e-4	1.78493e-4	2.5194e-4	2.86761e-4	1.9589e-4	2.62244e-4	8.96867e-5	2.63759e-4	2.06975e-4	1.47801e-4	1.60009e-4	1.05508e-4	1.19344e-4	1.36009e-4	7.99876e-6	7.35835e-5	1.89421e-4	2.95913e-4	1.3311e-4	1.29684e-4	7.12169e-5	1.50958e-4	1.18564e-4	1.29822e-4	1.1325e-4
PWY-6608: guanosine nucleotides degradation III	1.71476e-4	1.21057e-4	2.14221e-4	1.08445e-4	1.51682e-4	1.93113e-4	2.48001e-4	1.13278e-4	1.94717e-4	2.09485e-4	5.05708e-4	3.5239e-4	1.11898e-4	2.94327e-4	3.49932e-4	2.83681e-4	2.22552e-4	8.36527e-5	9.54413e-5	9.30193e-5	3.73227e-4	3.91944e-4	1.80744e-4	4.35769e-4	1.1192e-4	1.53621e-4	3.66868e-4	1.28884e-4	7.69515e-5	1.03996e-4	1.214e-4
PWY-7663: gondoate biosynthesis (anaerobic)	1.71328e-4	8.16773e-5	3.44997e-5	8.59507e-5	1.2624e-4	5.96913e-5	3.68254e-5	1.3075e-4	3.51847e-5	3.90601e-5	6.55586e-4	2.44236e-4	3.11873e-4	4.80083e-4	5.59257e-4	5.74611e-4	2.95914e-4	2.64137e-4	2.89776e-4	2.82143e-4	5.33584e-4	6.0132e-4	3.9535e-4	6.05483e-4	2.72489e-4	3.61077e-4	5.48109e-4	3.11486e-4	3.15658e-4	2.46833e-4	2.99301e-4
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	1.66442e-4	1.74989e-4	2.08205e-4	1.46287e-4	1.55461e-4	2.37489e-4	2.06091e-4	1.865e-4	2.1268e-4	2.45589e-4	3.82709e-4	2.81628e-4	2.27878e-4	4.29879e-4	4.42667e-4	2.74246e-4	2.61558e-4	2.29162e-4	1.87473e-4	2.46231e-4	3.42368e-4	4.41216e-4	3.83445e-4	3.61919e-4	2.01843e-4	1.98012e-4	4.7848e-4	3.3361e-4	2.6319e-4	1.51033e-4	1.85661e-4
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	1.62005e-4	7.23065e-5	1.28146e-4	6.02735e-5	1.35381e-4	1.79809e-4	1.60736e-4	1.27879e-4	1.34931e-4	1.11425e-4	3.30565e-4	3.34018e-4	7.29014e-5	0	1.58452e-4	2.58666e-4	1.34313e-4	1.14984e-5	6.532e-5	5.70696e-5	0	8.91167e-5	1.1779e-5	1.37196e-4	1.06906e-4	1.33408e-4	6.73782e-5	2.70331e-5	1.79939e-5	1.83773e-4	9.87024e-5
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	1.61721e-4	2.60494e-4	2.66325e-4	2.20523e-4	2.04046e-4	2.53058e-4	3.04716e-4	2.06053e-4	2.29654e-4	2.2726e-4	3.3604e-4	2.29407e-4	1.18401e-4	2.04527e-4	2.8195e-4	2.38384e-4	1.34495e-4	1.13894e-4	1.18491e-4	1.37721e-4	2.72589e-4	2.8728e-4	7.8219e-5	3.37296e-4	1.5529e-4	1.47692e-4	3.16291e-4	1.04586e-4	1.01657e-4	1.67285e-4	1.81062e-4
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	1.60916e-4	1.74814e-4	2.30218e-4	2.03798e-4	1.57595e-4	2.56793e-4	2.50203e-4	1.44974e-4	2.15937e-4	2.50552e-4	2.66563e-4	3.06373e-4	3.15118e-4	2.024e-4	2.51675e-4	4.13085e-4	3.42475e-4	2.96962e-4	2.9362e-4	1.57891e-4	2.20474e-4	2.9602e-4	3.70831e-4	3.80509e-4	2.9282e-4	3.69625e-4	3.02332e-4	4.29527e-4	2.9248e-4	2.36862e-4	3.03668e-4
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	1.58763e-4	5.74624e-5	1.01654e-4	6.0528e-5	1.02778e-4	1.04008e-4	1.29864e-4	7.92091e-5	1.05431e-4	1.12017e-4	3.29132e-4	3.73458e-4	2.87629e-4	3.05065e-4	3.15251e-4	3.25157e-4	2.12738e-4	2.44711e-4	3.23103e-4	4.40442e-4	3.52736e-4	3.56253e-4	2.60217e-4	3.84975e-4	2.23214e-4	1.92125e-4	3.75163e-4	2.7547e-4	3.64576e-4	2.8928e-4	2.4366e-4
PWY-702: L-methionine biosynthesis II	1.56198e-4	2.01389e-4	1.45326e-4	2.11172e-4	2.05315e-4	1.87215e-4	1.52803e-4	2.48023e-4	2.03221e-4	1.9835e-4	3.7618e-4	2.14571e-4	5.13347e-5	2.63343e-4	2.90757e-4	4.53253e-4	1.49625e-4	1.2031e-4	4.97851e-5	5.00881e-5	2.6796e-4	3.31363e-4	1.67783e-4	3.63723e-4	1.06572e-4	5.81769e-5	3.41081e-4	1.95526e-4	6.60067e-5	5.95624e-5	7.36159e-5
METH-ACETATE-PWY: methanogenesis from acetate	1.56144e-4	2.01697e-4	2.80333e-4	1.73832e-4	1.83649e-4	2.79254e-4	2.76965e-4	1.80339e-4	2.40157e-4	2.64721e-4	0	0	7.46071e-5	0	0	0	1.24621e-4	6.52921e-5	1.0024e-4	7.68688e-5	1.46343e-6	0	7.99382e-5	0	9.79968e-5	1.33843e-4	0	8.83147e-5	1.11914e-4	9.27814e-5	1.10368e-4
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	1.55083e-4	1.37916e-4	1.24745e-4	1.54381e-4	2.25695e-4	3.30429e-4	8.8479e-5	2.04905e-4	1.27458e-4	2.25065e-4	3.89829e-4	2.56135e-4	1.35623e-4	4.34321e-4	3.64277e-4	2.06984e-4	2.34138e-4	1.16331e-4	1.00407e-4	8.28492e-5	2.87126e-4	4.2352e-4	1.71409e-4	3.3124e-4	9.67792e-5	7.36902e-5	3.2796e-4	1.1164e-4	1.33266e-4	1.13795e-4	7.92874e-5
PWY-7234: inosine-5'-phosphate biosynthesis III	1.5498e-4	1.56261e-4	1.21382e-4	8.11693e-5	9.06296e-5	3.10119e-4	7.89407e-5	1.88923e-4	1.30897e-4	2.01829e-4	2.26889e-4	2.6962e-4	6.39474e-5	1.55194e-4	1.96717e-4	3.37636e-4	2.29109e-4	1.13035e-4	1.07472e-4	9.03293e-5	1.74471e-4	2.30898e-4	4.04583e-5	2.91025e-4	1.55384e-4	1.4559e-4	2.3113e-4	1.44536e-4	1.98466e-4	1.74329e-4	1.73116e-4
PWY-5484: glycolysis II (from fructose 6-phosphate)	1.52928e-4	2.14445e-4	1.97458e-4	1.36855e-4	1.28114e-4	3.84793e-4	1.44713e-4	2.63785e-4	1.82452e-4	2.71351e-4	3.42484e-4	3.31275e-4	1.89515e-4	2.81942e-4	3.18702e-4	3.49232e-4	2.5341e-4	1.15557e-4	1.82679e-4	9.46932e-5	3.12124e-4	3.80722e-4	3.09827e-4	4.00761e-4	1.75183e-4	5.46112e-5	3.42725e-4	1.95467e-4	1.71692e-4	1.71574e-4	2.06717e-4
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	1.51396e-4	9.01335e-5	1.07865e-4	9.55279e-5	1.32998e-4	1.29013e-4	1.51004e-4	7.84523e-5	1.02449e-4	8.18509e-5	4.1157e-4	3.45632e-4	5.40951e-5	0	2.20864e-4	1.20728e-4	1.07275e-4	6.53543e-5	6.72881e-5	6.66749e-5	3.99182e-4	1.40134e-4	9.71459e-5	4.20074e-4	5.0306e-5	6.8203e-5	2.86199e-4	1.08106e-4	4.35901e-5	8.04936e-5	7.04971e-5
PWY-6895: superpathway of thiamine diphosphate biosynthesis II	1.48313e-4	6.76269e-5	3.04636e-5	9.31619e-5	1.4127e-4	2.95981e-5	3.36837e-5	1.55497e-4	1.39482e-5	3.57957e-5	2.46206e-4	1.34644e-4	1.1748e-4	1.6606e-4	2.16587e-4	2.43957e-4	1.28022e-4	9.80682e-5	3.90801e-5	5.52427e-5	2.05278e-4	2.30059e-4	1.98648e-5	2.72897e-4	1.22307e-4	1.46302e-4	2.32725e-4	1.19165e-4	1.05754e-4	6.8013e-5	6.98644e-5
PWY-622: starch biosynthesis	1.47653e-4	6.24962e-5	4.54866e-5	6.85917e-5	1.0635e-4	1.09127e-4	6.82195e-5	2.42479e-4	6.59387e-5	8.83606e-5	1.94879e-4	2.66112e-5	6.79601e-6	0	9.29448e-5	1.32178e-5	8.74986e-6	6.33663e-5	1.23039e-5	3.60564e-5	0	5.17769e-5	2.00988e-4	2.27925e-4	9.03094e-5	0	4.2055e-6	9.84477e-5	1.48834e-4	4.44233e-5	4.34726e-5
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis	1.47251e-4	1.41555e-4	1.48236e-4	1.56999e-4	1.27972e-4	2.22323e-4	1.7628e-4	1.52095e-4	1.43875e-4	1.85043e-4	2.52143e-4	2.16652e-4	1.14061e-4	2.43975e-4	2.68672e-4	2.37947e-4	1.8763e-4	2.15955e-4	1.37208e-4	9.7411e-5	1.95011e-4	3.09726e-4	2.22183e-4	3.0356e-4	2.0299e-4	2.20326e-4	3.08435e-4	1.63405e-4	2.2563e-4	1.77915e-4	2.27297e-4
PWY-621: sucrose degradation III (sucrose invertase)	1.44141e-4	1.23537e-4	9.69558e-5	1.5201e-4	2.07276e-4	9.95563e-5	8.66579e-5	1.62161e-4	9.69594e-5	1.45596e-4	3.31198e-4	2.7972e-4	1.47174e-4	3.60694e-4	3.07657e-4	2.12348e-4	2.33281e-4	1.13932e-4	1.0457e-4	8.18198e-5	2.63545e-4	3.82934e-4	1.89815e-4	3.48417e-4	1.00016e-4	7.30547e-5	3.13318e-4	1.09827e-4	1.28543e-4	1.11471e-4	8.08989e-5
PWY-6901: superpathway of glucose and xylose degradation	1.3606e-4	2.03354e-4	1.57646e-4	1.34959e-4	1.16527e-4	3.49555e-4	1.09176e-4	2.19874e-4	1.35239e-4	2.20996e-4	3.35057e-4	3.49678e-4	2.37468e-4	3.28807e-4	3.39504e-4	3.14336e-4	2.19962e-4	1.82326e-4	1.91755e-4	1.08907e-4	2.66581e-4	3.86548e-4	3.41748e-4	3.48492e-4	2.32771e-4	1.92249e-4	3.94514e-4	2.21216e-4	1.81665e-4	1.88928e-4	1.99519e-4
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1.34612e-4	2.19434e-4	1.71493e-4	1.30121e-4	1.07671e-4	4.06109e-4	1.31987e-4	2.63159e-4	1.91984e-4	2.5705e-4	3.78708e-4	2.18033e-4	1.80975e-5	3.0595e-4	3.09845e-4	2.61808e-4	6.0173e-5	6.81666e-5	3.60165e-5	6.22328e-5	2.68267e-4	3.55874e-4	2.09834e-4	3.14085e-4	1.08733e-4	1.50289e-5	3.33364e-4	1.42337e-4	1.0881e-4	1.59974e-4	1.05423e-4
PWY-6731: starch degradation III	1.33276e-4	1.67482e-4	2.96391e-4	1.80381e-4	1.42729e-4	2.52807e-4	2.81571e-4	2.02251e-4	2.47161e-4	3.06441e-4	8.84529e-5	3.98846e-5	2.01783e-4	1.28344e-4	1.02677e-4	3.24159e-5	1.56066e-4	1.27785e-4	1.86839e-4	1.07519e-4	1.06585e-4	1.09221e-4	2.53165e-4	7.34492e-5	2.27724e-4	1.92453e-4	1.06645e-4	1.85678e-4	1.46612e-4	9.4333e-5	2.45558e-4
PWY-6630: superpathway of L-tyrosine biosynthesis	1.3259e-4	7.95437e-5	4.34432e-5	1.06321e-4	2.04784e-4	6.20052e-5	4.66345e-5	1.1773e-4	3.96437e-5	9.23473e-5	2.22739e-4	3.50864e-4	3.7457e-5	1.89555e-4	1.82264e-4	1.96983e-4	2.07735e-4	1.20265e-4	9.01704e-5	5.86474e-5	1.41455e-4	2.08569e-4	1.15138e-4	2.31225e-4	7.13205e-5	5.97791e-5	2.47005e-4	1.14125e-4	1.30428e-4	6.92619e-5	9.392e-5
PWY-7345: superpathway of anaerobic sucrose degradation	1.32394e-4	1.12558e-4	9.68009e-5	1.22759e-4	1.17622e-4	8.55944e-5	8.03116e-5	1.18199e-4	6.24354e-5	1.14637e-4	3.79742e-4	2.77123e-4	1.27092e-4	2.74824e-4	3.19402e-4	3.0597e-4	1.42785e-4	1.00121e-4	1.43625e-4	8.86202e-5	2.73786e-4	3.86753e-4	2.53871e-4	4.14227e-4	1.39432e-4	5.68275e-5	3.43967e-4	1.47601e-4	1.54836e-4	1.15629e-4	1.52979e-4
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	1.22893e-4	1.35377e-4	1.82394e-4	1.61595e-4	1.20557e-4	2.08613e-4	2.0306e-4	1.101e-4	1.69973e-4	2.00478e-4	2.54817e-4	2.96402e-4	2.93582e-4	2.23694e-4	2.67016e-4	4.4787e-4	3.30836e-4	2.67096e-4	2.66382e-4	1.24986e-4	2.10137e-4	3.21465e-4	4.01068e-4	3.80502e-4	2.63346e-4	3.8465e-4	3.2655e-4	4.28375e-4	2.58417e-4	1.98329e-4	2.77931e-4
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	1.17788e-4	1.25985e-4	1.99951e-4	1.10426e-4	1.65633e-4	1.80395e-4	1.75396e-4	1.96327e-4	1.62552e-4	2.27737e-4	3.06673e-4	2.82045e-4	2.1266e-4	2.80873e-4	3.76008e-4	2.84156e-4	2.44345e-4	1.37685e-4	2.28961e-4	2.80248e-4	3.56618e-4	3.20892e-4	2.45056e-4	3.67981e-4	2.46497e-4	1.45616e-4	3.74634e-4	1.5227e-4	2.65321e-4	1.61594e-4	2.01274e-4
PENTOSE-P-PWY: pentose phosphate pathway	1.08143e-4	1.91131e-4	1.21714e-4	1.25475e-4	9.84005e-5	3.00333e-4	9.00594e-5	2.23827e-4	1.20214e-4	1.89767e-4	3.39187e-4	4.06377e-4	2.12545e-4	4.06553e-4	3.9077e-4	3.73954e-4	2.07584e-4	1.72727e-4	1.99472e-4	9.35095e-5	4.03748e-4	4.77706e-4	3.43414e-4	4.01164e-4	2.27177e-4	1.58135e-4	5.04922e-4	2.52276e-4	1.80656e-4	1.72728e-4	2.15804e-4
GLYCOCAT-PWY: glycogen degradation I	1.07943e-4	1.63108e-5	1.87393e-5	3.83535e-5	2.36686e-4	1.6895e-5	2.26268e-5	9.23949e-5	8.04569e-6	1.47056e-5	2.03917e-4	1.16002e-4	1.07312e-4	1.13199e-4	1.39131e-4	2.07692e-4	6.83116e-5	8.87124e-5	1.73145e-4	4.38259e-5	1.31993e-4	1.84807e-4	2.78645e-4	1.7048e-4	1.72956e-4	1.37541e-4	1.31889e-4	1.04193e-4	1.77635e-4	9.62104e-5	2.36437e-4
PWY-6549: L-glutamine biosynthesis III	1.05179e-4	9.76526e-5	1.2741e-4	6.85184e-5	9.37414e-5	1.15056e-4	9.34428e-5	9.65526e-5	1.18983e-4	1.43995e-4	1.27132e-5	1.20159e-4	1.91992e-5	0	1.41336e-5	5.86511e-5	7.49465e-5	5.5803e-5	3.47752e-5	6.78258e-5	2.06872e-5	5.4920300000000003e-05	2.33261e-5	6.89853e-5	6.04126e-5	1.30141e-5	2.37202e-6	7.03419e-5	4.6828e-5	9.16823e-5	6.77396e-5
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	1.04969e-4	1.161e-4	1.57519e-4	1.37644e-4	1.03497e-4	1.81542e-4	1.75787e-4	9.45209e-5	1.46867e-4	1.7469e-4	2.60225e-4	2.80616e-4	2.59287e-4	2.28434e-4	2.66757e-4	4.03241e-4	2.9755e-4	2.26921e-4	2.35596e-4	1.10177e-4	2.12543e-4	3.25492e-4	3.86681e-4	3.83149e-4	2.3181e-4	3.36401e-4	3.16476e-4	3.81033e-4	2.39052e-4	1.74146e-4	2.39445e-4
PWY-7282: 4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis II	1.03428e-4	1.48546e-5	6.95171e-6	7.01396e-5	9.9714e-5	3.9512e-6	1.84904e-5	1.09747e-4	0	9.19995e-6	2.22249e-4	1.56844e-4	2.1659e-4	1.8652e-4	2.35253e-4	2.33617e-4	1.91353e-4	1.79206e-4	2.1042e-4	4.34929e-5	2.08668e-4	2.72721e-4	2.35395e-4	2.6812e-4	2.3636e-4	1.33917e-4	2.35974e-4	2.11777e-4	1.09172e-4	1.5573e-4	2.2037e-4
PWY-6606: guanosine nucleotides degradation II	1.03044e-4	7.87912e-5	1.05093e-4	7.86937e-5	9.95373e-5	1.19165e-4	1.43495e-4	6.94233e-5	9.87838e-5	8.32126e-5	4.3756e-4	1.95045e-4	5.19774e-5	3.46926e-5	2.33776e-4	1.06367e-4	1.05881e-4	5.51072e-5	5.87351e-5	5.80283e-5	3.67485e-4	1.34581e-4	9.41593e-5	4.06164e-4	4.89356e-5	6.67889e-5	3.17518e-4	9.13633e-5	4.01065e-5	6.8721e-5	6.50376e-5
PWY-4041: &gamma;-glutamyl cycle	1.02457e-4	1.16449e-4	1.31799e-4	8.71848e-5	9.09185e-5	1.79496e-4	1.18143e-4	1.42981e-4	1.26339e-4	1.50711e-4	2.78857e-4	1.51861e-4	6.63803e-5	3.10852e-4	3.27904e-4	2.43874e-4	1.37982e-4	5.77487e-5	4.7888e-5	4.27534e-5	2.58625e-4	3.75815e-4	1.14789e-4	2.4921e-4	5.86903e-5	6.06384e-5	2.97753e-4	1.09022e-4	8.13032e-5	8.42628e-5	8.6687e-5
RHAMCAT-PWY: L-rhamnose degradation I	1.01595e-4	8.0096e-5	1.10543e-4	1.21691e-4	1.01381e-4	9.38422e-5	1.11417e-4	1.12461e-4	1.05337e-4	1.10707e-4	3.08747e-4	2.16053e-4	1.99174e-4	3.19473e-4	3.03196e-4	2.93133e-4	2.00121e-4	1.33487e-4	1.78319e-4	1.76084e-4	1.87515e-4	3.3741e-4	2.33182e-4	2.28673e-4	1.50084e-4	1.77466e-4	2.94925e-4	1.33264e-4	1.55635e-4	1.5454e-4	1.87918e-4
PWY-7761: NAD salvage pathway II (PNC IV cycle)	1.01242e-4	7.77709e-5	1.11363e-4	6.89762e-5	1.03539e-4	1.60527e-4	1.29069e-4	1.49509e-4	1.003e-4	1.09913e-4	5.56154e-5	1.81416e-4	5.82231e-5	5.82187e-5	5.90626e-5	1.27739e-4	1.69321e-4	9.01635e-5	7.49654e-5	1.66986e-4	9.12876e-5	4.008e-5	2.93263e-5	8.5664e-5	1.22682e-4	2.01104e-4	4.56217e-5	7.1186e-5	1.40856e-4	1.4358e-4	2.21413e-4
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	9.94827e-5	9.68036e-5	2.04951e-4	1.17039e-4	1.0939e-4	1.49071e-4	1.73064e-4	6.23617e-5	2.0403e-4	2.21035e-4	0	1.64215e-4	4.18197e-5	0	0	1.45481e-4	1.69697e-4	1.14604e-4	4.97991e-5	9.5444e-5	0	0	3.08941e-5	0	1.03057e-4	9.66122e-5	1.25374e-5	1.32251e-4	3.88524e-5	1.06272e-4	1.26951e-4
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	9.8988e-5	4.33481e-5	1.99423e-5	4.28523e-5	8.144e-5	3.42729e-5	3.11114e-5	6.98507e-5	3.06439e-5	3.37359e-5	3.45553e-4	8.89272e-5	4.82601e-5	3.56584e-4	2.9928e-4	5.03202e-5	7.13289e-5	7.35718e-5	8.84112e-5	4.88443e-5	3.09815e-4	3.38659e-4	8.97527e-6	2.23114e-4	5.76957e-5	6.20864e-5	3.37887e-4	5.13795e-5	8.0741e-5	6.52862e-5	7.25695e-5
P164-PWY: purine nucleobases degradation I (anaerobic)	9.65435e-5	7.28392e-5	2.06152e-4	6.45916e-5	3.81407e-5	1.82247e-4	2.31554e-4	8.66629e-5	1.95948e-4	2.15244e-4	5.28357e-6	1.99477e-4	5.67906e-5	0	7.16764e-5	2.97943e-5	1.74548e-4	8.37454e-5	4.73729e-5	6.34058e-5	8.16338e-6	9.99024e-6	1.04984e-4	1.04347e-6	7.45783e-5	5.85628e-5	0	1.18007e-4	7.15967e-5	5.13958e-5	7.41925e-5
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	9.59234e-5	7.62177e-5	4.29726e-5	5.52773e-5	7.4877e-5	9.28605e-5	6.13805e-5	6.96196e-5	5.74994e-5	5.3499e-5	4.54966e-4	3.02069e-4	2.08517e-5	2.97471e-4	3.32726e-4	3.5364e-4	1.31562e-4	4.07936e-5	3.54773e-5	3.01748e-5	3.69566e-4	3.93058e-4	2.28681e-5	3.74122e-4	3.11756e-5	2.4733e-5	3.29485e-4	6.34949e-5	6.69141e-5	5.15285e-5	9.38613e-5
GLYCOLYSIS-E-D: superpathway of glycolysis and the Entner-Doudoroff pathway	9.502e-5	7.97966e-5	6.71166e-5	8.63354e-5	8.04782e-5	5.72584e-5	5.32653e-5	7.62159e-5	4.13966e-5	7.96787e-5	2.99804e-4	2.23515e-4	9.4462e-5	2.20972e-4	2.70902e-4	2.83112e-4	9.72234e-5	7.56051e-5	1.18353e-4	7.09775e-5	2.47074e-4	2.8232e-4	1.21559e-4	3.07223e-4	1.11769e-4	4.67785e-5	2.77799e-4	1.23152e-4	1.21468e-4	8.63372e-5	1.28021e-4
PWY-5676: acetyl-CoA fermentation to butanoate II	9.37384e-5	9.91931e-5	8.48037e-5	9.26179e-5	7.95425e-5	1.28213e-4	1.21323e-4	7.24966e-5	1.00499e-4	7.8014e-5	1.12733e-5	1.03796e-4	3.5427e-5	0	5.65602e-5	9.56462e-5	8.61956e-5	9.46081e-5	4.38628e-5	4.73862e-5	9.97689e-6	8.34415e-5	2.52547e-5	1.2325e-4	6.44391e-5	2.04513e-5	1.05815e-4	6.96833e-5	5.31742e-5	5.66438e-5	8.41185e-5
PWY-7208: superpathway of pyrimidine nucleobases salvage	9.15223e-5	1.00068e-4	1.23318e-4	1.19492e-4	8.98486e-5	1.41278e-4	1.49084e-4	8.69343e-5	1.14646e-4	1.33833e-4	1.96901e-4	2.14353e-4	2.04175e-4	2.03205e-4	2.21902e-4	3.64146e-4	2.41273e-4	1.87083e-4	1.92493e-4	7.99825e-5	1.76425e-4	2.94453e-4	2.10689e-4	3.31695e-4	1.80239e-4	2.83116e-4	2.91855e-4	3.28413e-4	1.77572e-4	1.29512e-4	1.84323e-4
HISDEG-PWY: L-histidine degradation I	9.08392e-5	1.2532e-5	8.81382e-6	3.44061e-5	6.35287e-5	1.02084e-5	1.10107e-5	8.62212e-5	1.31978e-5	1.009e-5	4.02164e-4	1.01668e-4	2.03987e-4	2.44556e-4	1.96501e-4	7.70023e-5	1.49931e-4	1.59956e-4	1.70132e-4	6.22847e-5	4.52725e-5	3.66883e-4	3.3672e-4	1.40639e-4	1.44593e-4	1.32657e-4	1.68373e-4	1.83234e-4	1.49165e-4	1.13859e-4	2.50187e-4
PWY66-399: gluconeogenesis III	8.94152e-5	9.69628e-5	9.55693e-5	9.61658e-5	7.08365e-5	1.30323e-4	9.16532e-5	1.28255e-4	7.73112e-5	5.19959e-5	0	1.46321e-5	7.18627e-5	0	0	0	7.16825e-5	8.41969e-5	8.83861e-5	6.65315e-5	1.93975e-5	0	1.67321e-5	0	8.01156e-5	6.18269e-5	0	6.23967e-5	8.34946e-5	1.20654e-4	1.40154e-4
PWY-7356: thiamine diphosphate salvage IV (yeast)	8.79234e-5	1.05876e-4	9.56622e-5	7.16035e-5	6.20902e-5	1.84068e-4	6.79063e-5	1.23221e-4	7.52789e-5	1.30465e-4	2.04378e-4	4.96469e-5	2.1107e-5	1.96377e-4	1.8465e-4	1.51866e-4	5.40484e-5	5.54897e-5	2.05765e-5	4.85041e-5	6.88221e-5	2.19986e-4	9.69571e-5	1.33039e-4	2.85067e-5	2.1322e-5	1.61493e-4	6.23527e-5	4.70102e-5	6.3615e-5	3.94827e-5
