pathway	HD_1-892	HD_11-821	HD_12-1052	HD_2-901	HD_3_911	HD_4-913	HD_5-915	HD_6-955	HD_7-983	HD_8-964	Cosmic_27	Cosmic_29	Cosmic_31	Cosmic_32	Cosmic_34	Cosmic_35	Cosmic_36	Cosmic_39	Cosmic_40	Cosmic_41	Cosmic_45	Cosmic_46	Cosmic_48	Cosmic_51	Cosmic_52	Cosmic_53	Cosmic_54	Cosmic_56	Cosmic_57	Cosmic_58	Cosmic_60
NAD-BIOSYNTHESIS-II: NAD salvage pathway III (to nicotinamide riboside)	107.5825787895	24.3507115448	16.307402213	67.9098466714	86.5426680384	0	6.1580537178	137.0434041054	0	28.3622411361	7078.1955529484	1839.2508464084	0	655.4362670952	6018.5869249042	3045.1267675739	859.07564086	0	75.5083458924	0	1931.3282007406	6249.4792592146	31.2629499486	6348.0556162759	0	0	4941.0819465699	419.0796661261	31.5134562007	13.4578229014	278.4417847021
PWY-7315: dTDP-N-acetylthomosamine biosynthesis	107.5791232937	1706.3508431324	261.0424887575	1335.5664325777	216.6461005684	220.4169927358	350.2493312767	70.9786139508	154.4366577564	90.0722455	13996.705479739	1822.4698014166	707.3101220418	1540.4615186846	12801.4118647491	4130.4703442658	1180.5256560528	216.765097544	1297.5777949609	980.6534344948	3804.8035925249	13736.3325340642	207.8738553822	9902.7634130558	0	96.0536402433	16290.4895683593	767.1338475721	496.6980452558	1639.3339390252	818.1017293407
PWY-5198: factor 420 biosynthesis II (mycobacteria)	106.3021661955	166.3767700448	0	131.6213080745	75.3802723615	0	0	212.6692715716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.6674657388	0	0
PWY-8112: factor 420 biosynthesis I (archaea)	106.1216758479	164.2965318062	0	134.3719070973	73.5084645172	0	0	202.7557139822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6663373389	0	0
PWY-8113: 3PG-factor 420 biosynthesis	106.1216758479	156.5899561836	0	127.3470999951	72.4843277405	0	0	202.7557139822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0886366766	0	0
PWY-7118: chitin deacetylation	106.1106141263	6.5524257327	50.7736257015	0	0	55.3525680346	82.4955216012	0	16.7888518418	0	20551.1689684954	5687.5172010169	0	2850.6715494085	20579.2148167584	5194.3798656286	410.2738974749	7.6723813888	55.241519232900004	0	9417.6904698932	23269.6890149453	72.2727651274	18650.9643051517	0	0	29197.988981653	331.0015169884	0	12.7405400934	0
PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis	104.0543856697	25.3939471715	0	188.4243941588	60.3259636248	0	0	66.9434594034	0	0	0	0	772.989071749	0	0	0	71.6771548108	636.9120262946	0	0	0	0	0	0	536.1206849918	247.3424114501	0	1428.6817560143	92.5701464691	0	0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	102.6510325846	25.4486521582	406.2767927414	36.9133747237	55.7632655512	420.0157098584	398.5013258387	809.7413605575	211.8336949643	177.0739005369	21086.3033599443	4784.879319599	27.7721200103	2124.5472278001	17693.0060657133	6224.0952178123	896.3098851264	0	181.4125452535	100.1162832243	6874.4002836142	18960.2485392737	150.336467521	14801.9144558441	575.6384795976	799.2325507793	22811.5332246505	719.4671938597	206.8920121778	78.5920696954	143.7152474714
ORNDEG-PWY: superpathway of ornithine degradation	99.9453906002	0	561.6888724268	72.0209737007	31.0777063446	163.5532926016	97.8730645873	201.3902176407	35.8337388465	1138.4134035377	20453.4415744043	5572.9672184827	0	4039.1947121311	27633.078484305	4742.2545873693	519.7811391622	11.561114374	95.8015057424	53.9935868277	7092.6380037286	24757.6954113306	231.491235798	12979.2799466142	7.4159044379	0	33470.6559253793	865.3104432602	0	26.9239222255	13.1805546202
PWY-6992: 1,5-anhydrofructose degradation	95.8467619358	0	0	0	23.5170567486	0	19.6772234606	0	0	0	1472.2090598427	187.5233737408	295.4375068933	0	1118.1910347689	180.5609227175	1320.205350772	0	65.1098216411	0	437.3376661839	1139.2239034754	125.2738236803	680.0354425355	0	0	188.6391563269	0	0	36.0402320377	131.2244336075
PWY-7385: 1,3-propanediol biosynthesis (engineered)	95.8111577783	0	27.179933372	0	0	0	0	0	0	65.9887121207	8030.4294294133	4366.0576744779	0	0	8934.6630392138	1266.4836667201	253.9248936076	0	0	27.1508136622	5350.5743938068	4164.0746277739	26.0479361777	3151.523129105	16.6799623489	0	8394.9021859753	300.4394721206	0	0	0
PWY-5209: methyl-coenzyme M oxidation to CO2	94.0681892599	157.8571294389	0	126.0746824522	69.7829426026	0	0	209.9389090156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3602175126	0	0
PWY-5920: superpathway of heme b biosynthesis from glycine	89.8485158998	0	51.8608204594	0	0	0	32.6115990189	0	0	22.3307816736	8285.7517594233	2885.4295999204	0	1136.8423805565	9272.7734229378	2510.3121129978	469.2574273101	0	26.3143400041	0	5459.471558656	12156.9571424544	116.8800794137	12670.2353645581	0	0	15283.6202106566	331.2221789731	0	0	0
PWY-5367: petroselinate biosynthesis	87.9628434335	486.3257200811	1145.7589335102	283.582781029	127.3890179248	1527.9027372896	1514.9244575832	480.2224803772	984.5372592761	2297.9035214436	3608.034529013	1530.7354699541	87.594364167	0	3724.2630334459	3666.0967916946	583.778309863	139.9859764634	250.4438641594	332.2914670079	2813.038707133	2468.0760959502	76.850359952	3587.9502409149	370.8176903844	468.3605774639	3098.6240387599	950.9431910159	1024.0140213243	138.5053123746	252.7173879845
P125-PWY: superpathway of (R,R)-butanediol biosynthesis	79.8357479234	125.7388330764	16.3386946361	19.1761928456	101.2461470784	55.4368078204	0	56.489350494	0	163.4367741067	38.988035197	4294.2266830044	30.3394553777	0	1485.0304239952	466.7977184285	523.7428585736	0	56.5020630499	15.4438042732	46.0745909568	1026.7854147982	61.9726134871	336.3565552271	0	52.1561955724	550.6165708552	368.224826369	107.0314678457	69.6511652003	366.2088489592
PWY-5723: Rubisco shunt	79.7147391314	0	65.6700955402	0	0	57.3365151919	63.4612919961	0	0	69.9281860227	25439.7782054176	7103.8189807094	0	2770.4351728106	25365.2308477074	7342.0912229666	857.960899222	0	91.4267142359	0	8208.0043714371	27707.6129612088	166.0893626002	23698.585908096	0	0	35171.5369440168	1690.1103162159	0	37.8454136547	154.1327632784
PWY-822: fructan biosynthesis	78.9656205675	37.5227333871	55.9805504447	48.6362987226	61.0044731185	24.9048367967	0	0	0	31.0591218773	28.8644177231	2275.3385977961	36.1171094324	0	0	212.8905030213	1592.269126305	0	47.4315710536	7.874015748	0	374.1665596718	11.8492305451	0	0	31.746031746	0	88.6256418208	27.1061982226	22.6478263009	113.8802066247
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	78.2425664847	0	0	166.1755151371	25.6135421407	0	126.3324863953	123.7867320364	56.0132349099	64.2248235153	0	0	92.1131733016	0	109.6822990697	135.1820023209	991.43456103	414.0409192954	0	30.4071323764	173.2216430392	0	203.8065580297	561.4375226252	30.9033793042	49.8514927761	0	694.0591926069	589.897602181	0	203.1963177726
PWY-5004: superpathway of L-citrulline metabolism	77.052186146	0	20.5125666332	107.6265105678	53.440939027	0	28.3620592497	57.4300251968	0	10.3161516925	0	222.2249584601	0	0	0	0	0	217.0528445187	10.4053791138	0	0	0	47.219859837	0	74.7210896828	48.8351882301	0	147.6343323918	0	0	74.8479353931
HEME-BIOSYNTHESIS-II: heme b biosynthesis I (aerobic)	76.6424284991	36.0070421237	118.9007033548	0	19.293182667	0	66.1715197438	110.9015520339	10.6956608011	90.6450543235	13633.6792382532	4390.6170741895	113.4445808336	2024.6032572923	16374.3959460275	6579.6311230442	1116.4239250358	9.3366008558	193.7995543514	115.8535607972	6834.3727101965	15966.9557856093	364.3920266304	15097.310917447	202.9955118876	240.6706986783	22216.6839152327	461.2426249271	478.2028905862	150.6691623302	440.3444828567
HEME-BIOSYNTHESIS-II-1: heme b biosynthesis V (aerobic)	76.6424284991	0	104.5678754159	0	0	11.300791438	18.6287117681	0	10.6956608011	0	13633.6792382532	4390.6170741895	0	2067.540280911	16374.3959460275	4894.0614648288	333.0655407637	9.3366008558	60.0899471319	0	6834.3727101965	15966.9557856093	147.7109852495	15097.310917447	14.1369306681	32.135072167	22216.6839152327	408.2754898308	43.9383303356	25.0741135711	0
PWY-801: homocysteine and cysteine interconversion	67.8479211306	58.6458530115	15.7299693119	25.3392326387	29.4506961537	31.6895078448	0	0	0	87.2718244167	678.9710067642	1726.508750342	0	203.2264223523	4902.898290211	2016.7292031992	51.7567194058	0	69.7110980882	0	1875.3732775402	5165.5938476596	32.976309991	2103.730957822	0	41.0734313825	5690.5647850092	98.7567850335	46.8366161602	0	89.4662440095
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	64.9650550938	0	15.9738182022	0	0	0	0	0	0	0	0	436.0221675731	0	0	201.7504755669	303.451713601	53.4127407391	0	0	25.7696348424	22.4861487111	640.8979659009	321.1309088131	2912.8371113677	0	0	1665.6506668508	62.6487244915	0	0	0
