"feature"	"metadata"	"value"	"name"	"coef"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"model"	"N"	"N_not_zero"
"P108.PWY..pyruvate.fermentation.to.propanoate.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.313873580458042	0.886561686934717	0.723312895606801	0.862950845566434	0.0483735967599058	0.0985899972059033	"prevalence"	30	22
"PWY.6922..L.N.delta..acetylornithine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	0.220709567073484	1.04931660120698	0.833405060109077	0.949798852741574	0.0439193128296314	0.0903724321686645	"prevalence"	30	25
"GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.0920188987202504	1.32168663233176	0.944494265795999	1	0.0361973988798161	0.0777735277136611	"prevalence"	30	28
"PWY.5497..purine.nucleobases.degradation.II..anaerobic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.0920188987202516	1.32168663233176	0.944494265795999	1	0.00103312186320648	0.00373459592442882	"prevalence"	30	28
"PWY.6353..purine.nucleotides.degradation.II..aerobic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-2.28521136580684e-15	2.50121658757869	0.999999999999999	1	0.000294510920700208	0.00126988537458048	"prevalence"	30	29
"PWY.7237..myo...chiro..and.scyllo.inositol.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	-1.98680009003862e-15	2.50121658757868	0.999999999999999	1	0.000308897394623586	0.00131158814383824	"prevalence"	30	27
"PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	0.0920188984254603	1.32167757320789	0.944493886137032	1	0.00446105712968259	0.0135605997976147	"prevalence"	30	25
"SO4ASSIM.PWY..assimilatory.sulfate.reduction.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.84515575388782e-15	2.55687469712299	0.999999999999999	1	0.000907712174559983	0.0034199015027436	"prevalence"	30	29
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	1.84515575388782e-15	2.55687469712299	0.999999999999999	1	0.0380411873270223	0.0807620445236387	"prevalence"	30	29
"ARGDEG.PWY..superpathway.of.L.arginine..putrescine..and.4.aminobutanoate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595969	0.0251754503260619	"abundance"	30	11
"CARNMET.PWY..L.carnitine.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595962	0.0251754503260619	"abundance"	30	11
"CATECHOL.ORTHO.CLEAVAGE.PWY..catechol.degradation.to..beta..ketoadipate"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595964	0.0251754503260619	"abundance"	30	10
"GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00722954022927896	0.0206834439714665	"abundance"	30	12
"ORNARGDEG.PWY..superpathway.of.L.arginine.and.L.ornithine.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595969	0.0251754503260619	"abundance"	30	11
"PWY.3801..sucrose.degradation.II..sucrose.synthase."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0184433130327177	0.0446478392420994	"abundance"	30	10
"PWY.5417..catechol.degradation.III..ortho.cleavage.pathway."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595964	0.0251754503260619	"abundance"	30	10
"PWY.5431..aromatic.compounds.degradation.via..beta..ketoadipate"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595964	0.0251754503260619	"abundance"	30	10
"PWY.6182..superpathway.of.salicylate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595966	0.0251754503260619	"abundance"	30	9
"PWY.6185..4.methylcatechol.degradation..ortho.cleavage."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595964	0.0251754503260619	"abundance"	30	10
"PWY.6210..2.aminophenol.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0320014462942407	0.0706011289378093	"abundance"	30	9
"PWY.6215..4.chlorobenzoate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0184433130327177	0.0446478392420994	"abundance"	30	9
"PWY.6318..L.phenylalanine.degradation.IV..mammalian..via.side.chain."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595969	0.0251754503260619	"abundance"	30	11
"PWY.6435..4.hydroxybenzoate.biosynthesis.III..plants."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0080868825002511	0.022732299736253	"abundance"	30	14
"PWY.6708..ubiquinol.8.biosynthesis..early.decarboxylation."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0184433130327177	0.0446478392420994	"abundance"	30	9
"PWY.7165..L.ascorbate.biosynthesis.VIII..engineered.pathway."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0184433130327177	0.0446478392420994	"abundance"	30	9
"PWY.7245..superpathway.of.NAD.NADP...NADH.NADPH.interconversion..yeast."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0320014462942406	0.0706011289378093	"abundance"	30	8
"PWY.7268..cytosolic.NADPH.production..yeast."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0320014462942406	0.0706011289378093	"abundance"	30	8
"PWY.7294..D.xylose.degradation.IV"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0320014462942406	0.0706011289378093	"abundance"	30	8
"PWY.7384..anaerobic.energy.metabolism..invertebrates..mitochondrial."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0320014462942407	0.0706011289378093	"abundance"	30	9
"PWY.7396..butanol.and.isobutanol.biosynthesis..engineered."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0184433130327177	0.0446478392420994	"abundance"	30	10
"PWY.7873..D.erythronate.degradation.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0320014462942407	0.0706011289378093	"abundance"	30	8
"PWY.7874..L.threonate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0320014462942407	0.0706011289378093	"abundance"	30	8
"PWY.8086...S..lactate.fermentation.to.propanoate..acetate.and.hydrogen"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0320014462942407	0.0706011289378093	"abundance"	30	9
"PWY.8190..L.glutamate.degradation.XI..reductive.Stickland.reaction."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0320014462942405	0.0706011289378093	"abundance"	30	9
"PWY0.461..L.lysine.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595962	0.0251754503260619	"abundance"	30	11
"THREOCAT.PWY..superpathway.of.L.threonine.metabolism"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00945844021595969	0.0251754503260619	"abundance"	30	11
"UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..early.decarboxylation."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0184433130327177	0.0446478392420994	"abundance"	30	9
"URSIN.PWY..ureide.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0320014462942407	0.0706011289378093	"abundance"	30	7
"ANAEROFRUCAT.PWY..homolactic.fermentation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.00460333609792751	0.0138544095986359	"prevalence"	30	30
"ANAEROFRUCAT.PWY..homolactic.fermentation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	4.31235159434884e-05	0.000236766931988286	"prevalence"	30	30
"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.000633524536597596	0.00249217372852731	"prevalence"	30	30
"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	2.12940776123105e-12	7.12020720161632e-11	"prevalence"	30	30
"ARGININE.SYN4.PWY..L.ornithine.biosynthesis.II"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	9.73742906973385e-07	8.54020418411084e-06	"prevalence"	30	30
"ARGININE.SYN4.PWY..L.ornithine.biosynthesis.II"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.000269862203653659	0.00116903869598954	"prevalence"	30	30
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	1.5789695240187e-07	1.67276969376239e-06	"prevalence"	30	30
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	1.93178806284777e-14	9.34511727261149e-12	"prevalence"	30	30
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	4.19911985183319e-08	4.88375895811034e-07	"prevalence"	30	30
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	9.76996261670138e-15	9.34511727261149e-12	"prevalence"	30	30
"ARO.PWY..chorismate.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	3.40568966428201e-05	0.000192808885755648	"prevalence"	30	30
"ARO.PWY..chorismate.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	2.22266649529956e-13	1.82942549997733e-11	"prevalence"	30	30
"ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0025810820273221	0.00836896293707469	"prevalence"	30	30
"BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	1.04672102215764e-05	6.9999468356792e-05	"prevalence"	30	30
"BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.000142231358117417	0.000661685013850593	"prevalence"	30	30
"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.00024078098668201	0.0010602290360072	"prevalence"	30	30
"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	2.30260255307257e-12	7.46601433875047e-11	"prevalence"	30	30
"CALVIN.PWY..Calvin.Benson.Bassham.cycle"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	1.28323705399502e-05	8.32159786530106e-05	"prevalence"	30	30
"CALVIN.PWY..Calvin.Benson.Bassham.cycle"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	5.70341551764386e-11	1.05218182825499e-09	"prevalence"	30	30
"CITRULBIO.PWY..L.citrulline.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	5.57169680059921e-07	4.96809631386763e-06	"prevalence"	30	30
"COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.0080943983173013	0.022732299736253	"prevalence"	30	30
"COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	1.76836323362295e-12	6.77821400540191e-11	"prevalence"	30	30
"COA.PWY.1..superpathway.of.coenzyme.A.biosynthesis.III..mammals."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.00520429186775928	0.0152983304903913	"prevalence"	30	30
"COA.PWY.1..superpathway.of.coenzyme.A.biosynthesis.III..mammals."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	9.28812582401406e-13	4.73252125318812e-11	"prevalence"	30	30
"COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	1.98823329355946e-06	1.67512568827451e-05	"prevalence"	30	30
"COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	6.25810514520708e-11	1.13494449243586e-09	"prevalence"	30	30
"COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.000729169818365571	0.00282729483310812	"prevalence"	30	30
"COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	4.31491137735662e-05	0.000236766931988286	"prevalence"	30	30
"COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	1.84519066692701e-13	1.79486728510173e-11	"prevalence"	30	30
"DAPLYSINESYN.PWY..L.lysine.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	1.20463716405395e-05	7.95655410825754e-05	"prevalence"	30	30
"DAPLYSINESYN.PWY..L.lysine.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00827735097834581	0.0231852501225917	"prevalence"	30	30
"DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	1.03912745075263e-09	1.54425885042405e-08	"prevalence"	30	30
"FASYN.ELONG.PWY..fatty.acid.elongation....saturated"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	1.21232865586407e-05	7.95823105383163e-05	"prevalence"	30	30
"FASYN.ELONG.PWY..fatty.acid.elongation....saturated"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	5.31444196250064e-06	3.92169165508668e-05	"prevalence"	30	30
"FERMENTATION.PWY..mixed.acid.fermentation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.0247755539282173	0.0580084085409026	"prevalence"	30	30
"FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.000472633167013736	0.00193021942253701	"prevalence"	30	30
"FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	4.81670411673907e-05	0.00025769367024554	"prevalence"	30	30
"FUCCAT.PWY..fucose.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0467204000020005	0.0955847571742649	"prevalence"	30	30
"GALACTUROCAT.PWY..D.galacturonate.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00490640848258417	0.0145829363232363	"prevalence"	30	30
"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.00340815156038454	0.010694199910884	"prevalence"	30	30
"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	3.7301353561503e-07	3.59571606403678e-06	"prevalence"	30	30
"GLUCONEO.PWY..gluconeogenesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.0010182858355553	0.00369344353913278	"prevalence"	30	30
"GLUCONEO.PWY..gluconeogenesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	9.63003855791733e-06	6.52160839048832e-05	"prevalence"	30	30
"GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	3.3700607760645e-05	0.000192151475330511	"prevalence"	30	30
"GLUTORN.PWY..L.ornithine.biosynthesis.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	2.44144313654715e-08	2.96857290466528e-07	"prevalence"	30	30
"GLUTORN.PWY..L.ornithine.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	2.62012633811537e-14	9.34511727261149e-12	"prevalence"	30	30
"GLYCOCAT.PWY..glycogen.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	4.3445315027979e-05	0.000237175954489477	"prevalence"	30	30
"GLYCOCAT.PWY..glycogen.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0303689093929508	0.0691377298945901	"prevalence"	30	30
"GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	8.10979810683676e-06	5.56248972712522e-05	"prevalence"	30	30
"GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	4.66293670342566e-14	9.84292012974817e-12	"prevalence"	30	30
"GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.000443447522557538	0.00181796493922056	"prevalence"	30	30
"GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.000173934654037922	0.000795342221455454	"prevalence"	30	30
"GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.00544529477943578	0.0159629189424556	"prevalence"	30	30
"HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	1.38517828651707e-06	1.18571261325862e-05	"prevalence"	30	30
"HISDEG.PWY..L.histidine.degradation.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	3.66276456642556e-06	2.79939863291096e-05	"prevalence"	30	30
"HISDEG.PWY..L.histidine.degradation.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00665930038479934	0.0191030868947327	"prevalence"	30	30
"HISTSYN.PWY..L.histidine.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.00449946630161335	0.0136000817591138	"prevalence"	30	30
"HISTSYN.PWY..L.histidine.biosynthesis"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	2.61457522299224e-12	7.99312996743343e-11	"prevalence"	30	30
"HSERMETANA.PWY..L.methionine.biosynthesis.III"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	1.84534887370802e-09	2.65579046162164e-08	"prevalence"	30	30
"ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.000109292378078329	0.000524407374635931	"prevalence"	30	30
"ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	3.34010596958478e-12	9.40503523014663e-11	"prevalence"	30	30
"METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.000926091748475355	0.00345267655354923	"prevalence"	30	30
"METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	3.59413099282335e-09	4.8680002054696e-08	"prevalence"	30	30
"NAGLIPASYN.PWY..lipid.IVA.biosynthesis..E..coli."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	2.40581850974309e-06	1.95017106471599e-05	"prevalence"	30	30
"NAGLIPASYN.PWY..lipid.IVA.biosynthesis..E..coli."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	3.50140625382522e-07	3.4371602675165e-06	"prevalence"	30	30
"NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.00387511490851833	0.0119837368558226	"prevalence"	30	30
"NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	3.85025344940004e-13	2.7465141272387e-11	"prevalence"	30	30
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	5.63974848307724e-05	0.000294367359848422	"prevalence"	30	30
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	4.93936674672568e-07	4.59575862521433e-06	"prevalence"	30	30
"OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.0112164811657336	0.0291301816682887	"prevalence"	30	30
"OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	1.69616987122367e-10	2.88079644795132e-09	"prevalence"	30	30
"P161.PWY..acetylene.degradation..anaerobic."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	3.09575465979872e-05	0.000179051755999169	"prevalence"	30	30
"P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.00400502021144566	0.0123497741390399	"prevalence"	30	30
"P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	1.95604490835777e-05	0.000119598174396732	"prevalence"	30	30
"P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	2.31033747688514e-10	3.68964343323447e-09	"prevalence"	30	30
"P441.PWY..superpathway.of.N.acetylneuraminate.degradation"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.0444954290572419	0.091382167161706	"prevalence"	30	30
"PANTO.PWY..phosphopantothenate.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	4.33533209331927e-11	8.13825498219582e-10	"prevalence"	30	30
"PANTOSYN.PWY..superpathway.of.coenzyme.A.biosynthesis.I..bacteria."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.0324050985415406	0.0711980604506128	"prevalence"	30	30
"PANTOSYN.PWY..superpathway.of.coenzyme.A.biosynthesis.I..bacteria."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	2.47368792116731e-12	7.78484139896771e-11	"prevalence"	30	30
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.00588171423221673	0.0171129982064675	"prevalence"	30	30
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	1.50257584152769e-12	6.4310246017385e-11	"prevalence"	30	30
"PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.00591757881905886	0.0171129982064675	"prevalence"	30	30
"POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0130205961533952	0.033171518771745	"prevalence"	30	30
"POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli."	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	1.25155168028135e-05	8.16561157256734e-05	"prevalence"	30	30
"POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli."	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	1.75057671834011e-05	0.000108272664082308	"prevalence"	30	30
"PPGPPMET.PWY..ppGpp.metabolism"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.00519209502212514	0.0152983304903913	"prevalence"	30	30
"PPGPPMET.PWY..ppGpp.metabolism"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	0.0229287286216276	0.0543985357541942	"prevalence"	30	30
"PWY.1042..glycolysis.IV"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	0.0004810169272913	0.00195656164726348	"prevalence"	30	30
"PWY.1042..glycolysis.IV"	"group_FMT"	"before_FMT"	"group_FMTbefore_FMT"	NA	NA	NA	NA	1.23734356094474e-11	2.70195430655279e-10	"prevalence"	30	30
"PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis"	"group_FMT"	"after_FMT"	"group_FMTafter_FMT"	NA	NA	NA	NA	2.50598683422254e-05	0.000148143973072824	"prevalence"	30	30
